AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,OutcomeClass
A693191,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A575920,Dog,Pointer Mix,White/Brown,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Verano,Adoption
A750805,Dog,German Shepherd Mix,White/Black,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A807913,Dog,Pit Bull,White/Black,Neutered Male,Stray,Normal,2920.0,Senior (>7a),purebred,Bicolor,Otoño,Return to Owner
A813886,Cat,Domestic Shorthair,Black/White,Spayed Female,Owner Surrender,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Invierno,Adoption
A678090,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A704568,Dog,Labrador Retriever Mix,Tan,Intact Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Verano,Adoption
A793470,Dog,Yorkshire Terrier Mix,Black/Tan,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A672544,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Public Assist,Normal,270.0,Joven (6m-1a),mix,Bicolor,Invierno,Adoption
A688219,Dog,Labrador Retriever Mix,Black/Brown Brindle,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A787926,Dog,German Shepherd Mix,Tricolor,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Invierno,Adoption
A747854,Dog,Labrador Retriever Mix,Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Transfer
A786674,Dog,Australian Shepherd Mix,Red/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A777854,Dog,Chihuahua Shorthair Mix,Blue/Tan,Neutered Male,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Verano,Adoption
A748384,Dog,Dachshund Mix,Brown,Neutered Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A695343,Dog,Australian Shepherd/Chihuahua Shorthair,Black/Tan,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Invierno,Adoption
A695368,Dog,Border Terrier Mix,Tan,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A722069,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A747685,Dog,Rottweiler Mix,Black/Brown,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Primavera,Return to Owner
A732209,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A797827,Cat,Domestic Shorthair,Black,Intact Female,Owner Surrender,Normal,90.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A757080,Dog,Belgian Malinois Mix,Brown/Black,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Bicolor,Verano,Adoption
A671436,Dog,Chihuahua Shorthair Mix,Tricolor,Intact Male,Owner Surrender,Normal,14.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A674251,Dog,Pit Bull Mix,Fawn/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A823078,Cat,Domestic Shorthair,Brown Tabby,Intact Female,Owner Surrender,Normal,21.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A776618,Dog,German Shepherd Mix,Cream/Tan,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A640537,Dog,Chihuahua Shorthair Mix,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A703584,Dog,Black Mouth Cur/Mastiff,Tan/Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Adoption
A778240,Dog,German Shepherd Mix,Brown/Black,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Return to Owner
A672011,Dog,Italian Greyhound Mix,Tricolor,Intact Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Invierno,Transfer
A790706,Dog,Labrador Retriever/Pit Bull,Black,Intact Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Monocolor,Verano,Return to Owner
A736065,Dog,Labrador Retriever Mix,Chocolate,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Return to Owner
A810325,Dog,Rat Terrier/Chihuahua Shorthair,Black/Tan,Intact Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Transfer
A749120,Dog,Border Collie Mix,White/Brown,Intact Female,Owner Surrender,Injured,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A771101,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A814810,Dog,Pit Bull,Black/White,Intact Female,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Primavera,Adoption
A753986,Dog,Labrador Retriever Mix,Red,Intact Male,Stray,Injured,210.0,Joven (6m-1a),mix,Monocolor,Verano,Adoption
A760868,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A799389,Dog,Australian Cattle Dog Mix,White/Black,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A700746,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A792492,Dog,Pit Bull Mix,Black/White,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Primavera,Return to Owner
A768770,Dog,Pointer Mix,Black/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A737608,Cat,Domestic Shorthair Mix,Gray/Tortie,Intact Female,Owner Surrender,Normal,150.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A747610,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A798144,Cat,Domestic Shorthair,Black,Intact Female,Stray,Injured,60.0,Cachorro (<6m),purebred,Monocolor,Verano,Transfer
A676085,Dog,Yorkshire Terrier Mix,Tan/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A755735,Dog,Australian Cattle Dog,Blue Merle,Spayed Female,Public Assist,Normal,1460.0,Adulto (3-7a),purebred,Monocolor,Verano,Return to Owner
A821230,Dog,Australian Cattle Dog Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A754491,Dog,Border Collie/Whippet,Black/White,Neutered Male,Owner Surrender,Normal,210.0,Joven (6m-1a),purebred,Bicolor,Invierno,Adoption
A741622,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A813538,Dog,Pit Bull,Brown Brindle/White,Intact Female,Stray,Injured,1460.0,Adulto (3-7a),purebred,Bicolor,Invierno,At Risk
A724000,Cat,Domestic Shorthair Mix,Brown Tabby,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Primavera,Adoption
A801621,Dog,Miniature Schnauzer,Gray/Black,Neutered Male,Stray,Normal,3650.0,Senior (>7a),purebred,Bicolor,Verano,Transfer
A706030,Dog,Bearded Collie Mix,Blue Merle/White,Spayed Female,Owner Surrender,Normal,180.0,Joven (6m-1a),mix,Bicolor,Verano,Transfer
A774391,Dog,Australian Shepherd Mix,White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A665005,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A702232,Dog,Pit Bull/Boston Terrier,Black/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Primavera,Transfer
A716315,Dog,German Shepherd Mix,Black/Tan,Neutered Male,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A729404,Dog,Labrador Retriever,Black,Intact Male,Stray,Sick,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Adoption
A710400,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A736919,Dog,Pit Bull Mix,Blue/White,Neutered Male,Stray,Nursing,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A771412,Cat,Domestic Shorthair Mix,White,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A708704,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A703718,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Stray,Normal,300.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A727133,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A709838,Dog,Yorkshire Terrier Mix,Sable,Intact Male,Public Assist,Normal,2190.0,Adulto (3-7a),mix,Monocolor,Verano,Return to Owner
A694805,Dog,Pit Bull Mix,Tan/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A698341,Dog,Tibetan Terrier Mix,Brown,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A742544,Dog,Great Pyrenees Mix,White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A761360,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,At Risk
A787019,Cat,Domestic Shorthair Mix,Blue Tabby,Neutered Male,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Invierno,Return to Owner
A683653,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,Adoption
A523396,Dog,Labrador Retriever/Boxer,Brown/White,Spayed Female,Euthanasia Request,Normal,2190.0,Adulto (3-7a),purebred,Bicolor,Otoño,At Risk
A700317,Dog,Labrador Retriever Mix,Black,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Adoption
A741896,Dog,Black Mouth Cur Mix,Tan/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A595633,Dog,American Bulldog Mix,Black/White,Neutered Male,Owner Surrender,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A527215,Dog,Labrador Retriever,Black,Neutered Male,Stray,Normal,2920.0,Senior (>7a),purebred,Monocolor,Invierno,Return to Owner
A691789,Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A766972,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A803816,Cat,Domestic Shorthair Mix,Torbie/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A761631,Dog,Bloodhound/Labrador Retriever,Red,Neutered Male,Stray,Normal,2555.0,Senior (>7a),purebred,Monocolor,Invierno,Return to Owner
A782719,Dog,Labrador Retriever Mix,Black,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Adoption
A809113,Dog,Chihuahua Shorthair,Brown,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A710631,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A739785,Dog,Beagle Mix,Tricolor,Intact Female,Owner Surrender,Normal,120.0,Cachorro (<6m),mix,Monocolor,Invierno,At Risk
A821346,Dog,Chihuahua Shorthair,Tan,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Return to Owner
A692010,Dog,Shih Tzu Mix,Cream,Intact Male,Public Assist,Injured,1825.0,Adulto (3-7a),mix,Monocolor,Otoño,At Risk
A721416,Dog,Cocker Spaniel Mix,Tan,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A681960,Dog,Australian Cattle Dog Mix,Brown Brindle,Intact Female,Stray,Normal,4.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A758482,Cat,Domestic Medium Hair Mix,White/Brown Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A741973,Dog,Chihuahua Shorthair Mix,Tan/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A779584,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A688139,Dog,Catahoula Mix,Black/Tricolor,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A815182,Dog,Pointer,Chocolate/White,Intact Female,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Primavera,Adoption
A712283,Cat,Domestic Shorthair Mix,Orange Tabby,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Otoño,Return to Owner
A651994,Dog,German Shepherd Mix,Black/Tan,Neutered Male,Public Assist,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Verano,Return to Owner
A807911,Cat,Domestic Shorthair,Brown Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A727811,Dog,Labrador Retriever Mix,Black/White,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Primavera,Adoption
A761940,Cat,Domestic Shorthair Mix,Black Smoke/White,Intact Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A750683,Dog,Chihuahua Shorthair Mix,White/Tan,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A768997,Cat,Domestic Shorthair Mix,Black/White,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A795183,Dog,Lhasa Apso Mix,Black/White,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A747515,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A677853,Dog,Pit Bull/Catahoula,White/Brown,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Return to Owner
A686715,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Injured,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,At Risk
A712942,Dog,American Bulldog Mix,Black/White,Neutered Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A689217,Dog,Australian Cattle Dog/Beagle,White/Red,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A677856,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Owner Surrender,Normal,90.0,Cachorro (<6m),mix,Monocolor,Primavera,Transfer
A792618,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A779916,Dog,Labrador Retriever Mix,White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A721026,Dog,Australian Cattle Dog Mix,White/Red Tick,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A732307,Dog,Chihuahua Shorthair Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A767619,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A670088,Dog,German Shepherd Mix,Sable,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A721863,Dog,Pit Bull Mix,Brown/White,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A670392,Dog,Pit Bull Mix,Blue/White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A725653,Dog,Pit Bull Mix,White/Brown Brindle,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A741767,Dog,Labrador Retriever Mix,Cream/Tan,Spayed Female,Stray,Normal,3650.0,Senior (>7a),mix,Bicolor,Invierno,Return to Owner
A824889,Cat,Domestic Shorthair,Blue,Intact Female,Owner Surrender,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A678556,Dog,Pembroke Welsh Corgi Mix,Tricolor,Spayed Female,Stray,Normal,4380.0,Senior (>7a),mix,Monocolor,Primavera,Return to Owner
A775872,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Return to Owner
A663598,Dog,Miniature Schnauzer/Beagle,Gray/Black,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Otoño,Adoption
A704598,Dog,Border Collie Mix,Black/White,Neutered Male,Public Assist,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A710254,Dog,Cairn Terrier,White,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Adoption
A801321,Dog,Rat Terrier,White/Tricolor,Spayed Female,Owner Surrender,Sick,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Transfer
A801462,Cat,Domestic Shorthair,White/Blue,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A823267,Dog,Chihuahua Shorthair,Tan/White,Intact Female,Stray,Nursing,21.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A751439,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A673170,Dog,Australian Kelpie Mix,Brown Brindle,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A748110,Dog,Australian Cattle Dog Mix,White/Tan,Intact Female,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A806329,Cat,Domestic Shorthair,Blue Tabby,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Transfer
A761319,Dog,Chihuahua Shorthair Mix,Cream/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A718833,Cat,Snowshoe Mix,Lilac Point,Intact Male,Stray,Normal,90.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A739026,Cat,Domestic Shorthair Mix,White/Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Adoption
A750834,Dog,German Shepherd Mix,Brown/Black,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A806831,Dog,Labrador Retriever,Black,Intact Female,Stray,Normal,90.0,Cachorro (<6m),purebred,Monocolor,Otoño,Adoption
A692602,Cat,Domestic Medium Hair Mix,Calico,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A701793,Cat,Siamese Mix,Lynx Point/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A680872,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A694519,Dog,Dachshund,Red,Intact Male,Stray,Normal,1825.0,Adulto (3-7a),purebred,Monocolor,Invierno,Adoption
A672311,Dog,Border Collie Mix,Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Adoption
A743454,Dog,French Bulldog Mix,Black/White,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,Adoption
A708702,Dog,Chihuahua Shorthair/Dachshund Wirehair,Chocolate/Tan,Neutered Male,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Verano,Adoption
A810107,Dog,Collie Smooth Mix,Tricolor,Spayed Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A672163,Dog,Pembroke Welsh Corgi Mix,Tan/White,Intact Male,Stray,Other,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A735799,Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A505889,Dog,Labrador Retriever,Black,Spayed Female,Stray,Normal,2555.0,Senior (>7a),purebred,Monocolor,Primavera,Transfer
A806097,Dog,Rat Terrier,Tricolor,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A686803,Dog,Dachshund Mix,Red/White,Intact Male,Owner Surrender,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A780116,Dog,Great Pyrenees Mix,White,Intact Male,Stray,Normal,150.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A679021,Dog,Great Dane Mix,Blue/White,Neutered Male,Public Assist,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A770497,Dog,Black Mouth Cur Mix,Tan/Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A817190,Cat,Domestic Shorthair,Calico/White,Intact Female,Stray,Normal,28.0,Cachorro (<6m),purebred,Bicolor,Primavera,Adoption
A705527,Dog,Cairn Terrier Mix,Brown/White,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A804542,Dog,German Shepherd,Tan,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A793989,Cat,Domestic Shorthair Mix,Blue Tabby/White,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,Transfer
A728263,Dog,Chihuahua Shorthair Mix,Brown,Neutered Male,Owner Surrender,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Verano,Adoption
A799323,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A771674,Cat,Domestic Shorthair Mix,Torbie,Spayed Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Return to Owner
A715242,Dog,Miniature Pinscher Mix,Black/Brown,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A650282,Dog,Australian Kelpie/American Pit Bull Terrier,Brown Brindle/White,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),purebred,Bicolor,Otoño,Transfer
A534780,Dog,Parson Russell Terrier Mix,White/Tricolor,Neutered Male,Owner Surrender,Normal,3285.0,Senior (>7a),mix,Bicolor,Otoño,Adoption
A722352,Dog,Labrador Retriever Mix,Black/White,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Primavera,Adoption
A769027,Dog,Labrador Retriever Mix,Tan/White,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,Transfer
A755251,Dog,German Shepherd Mix,Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Adoption
A787627,Dog,German Shepherd Mix,Tan/Black,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Transfer
A811107,Dog,Whippet/German Shepherd,Tricolor/Brown,Spayed Female,Public Assist,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Return to Owner
A716970,Dog,Chihuahua Shorthair Mix,Tricolor,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A687895,Dog,American Staffordshire Terrier Mix,Brown/White,Spayed Female,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A501193,Dog,Chihuahua Shorthair Mix,Tan/Black,Neutered Male,Stray,Aged,3285.0,Senior (>7a),mix,Bicolor,Invierno,Return to Owner
A790221,Dog,Rottweiler Mix,Black/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A812993,Dog,Yorkshire Terrier Mix,Brown,Intact Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A803371,Dog,Plott Hound/Blue Lacy,Black Brindle,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Adoption
A704927,Dog,Chihuahua Shorthair Mix,Black/Brown,Intact Female,Stray,Sick,30.0,Cachorro (<6m),mix,Bicolor,Verano,At Risk
A710516,Cat,Siamese Mix,Seal Point,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A716663,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
